Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,PKwon,PKcon,OG,League Name,League ID,Season
Stephan Lichtsteiner,ch SUI,"DF,MF",it Juventus,33,1984,2,0,102,1.1,0,1,0,0,0,1,0,0.00,0.88,0.88,0.00,0.88,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,11.3,,0,2,,1,3.00,4,1,+3,+2.65,+2.76,0,2,0,0,0,Champions-League,8,2017-2018
Victor Lindelöf,se SWE,DF,eng Manchester Utd,23,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,62.5,,5,0,,3,2.60,10,2,+8,+1.60,+1.60,0,6,0,0,0,Champions-League,8,2017-2018
Jesse Lingard,eng ENG,"MF,FW",eng Manchester Utd,24,1992,6,3,244,2.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,4,2,50.0,1.48,0.74,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,33.9,,0,3,,2,2.00,2,2,0,0.00,-1.51,0,8,0,0,0,Champions-League,8,2017-2018
Fernando Llorente,es ESP,FW,eng Tottenham,32,1985,7,2,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,5,2,40.0,2.00,0.80,0.20,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,31.3,,1,5,,0,2.29,6,2,+4,+1.60,+0.51,0,11,0,0,0,Champions-League,8,2017-2018
Marcos Llorente,es ESP,MF,es Real Madrid,22,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,4.29,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1.8,,0,1,,3,3.00,1,0,+1,+4.29,+3.03,0,0,0,0,0,Champions-League,8,2017-2018
Hugo Lloris,fr FRA,GK,eng Tottenham,30,1986,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.5,,7,0,,0,2.00,15,8,+7,+1.00,-2.00,0,0,0,0,0,Champions-League,8,2017-2018
Giovani Lo Celso,ar ARG,MF,fr Paris S-G,21,1996,7,1,150,1.7,0,1,0,0,0,1,0,0.00,0.60,0.60,0.00,0.60,5,1,20.0,3.00,0.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,20.8,,0,6,,1,2.14,7,2,+5,+3.00,+0.95,0,5,0,1,0,Champions-League,8,2017-2018
Rony Lopes,pt POR,MF,fr Monaco,21,1995,5,3,301,3.3,1,1,1,0,0,1,0,0.30,0.30,0.60,0.30,0.60,8,4,50.0,2.39,1.20,0.13,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,55.7,,1,2,,0,0.20,4,12,-8,-2.39,-1.64,0,6,0,0,0,Champions-League,8,2017-2018
Lisandro López,ar ARG,DF,pt Benfica,27,1989,2,2,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,0,0.0,2.01,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,33.1,,1,0,,3,0.00,1,4,-3,-1.51,+0.98,0,0,0,0,0,Champions-League,8,2017-2018
Vágner Love,br BRA,FW,tr Beşiktaş,33,1984,2,2,132,1.5,1,0,1,0,0,0,0,0.68,0.00,0.68,0.68,0.68,3,1,33.3,2.05,0.68,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,18.3,,0,0,,0,0.00,1,4,-3,-2.05,-2.35,0,1,0,0,0,Champions-League,8,2017-2018
Dejan Lovren,hr CRO,DF,eng Liverpool,28,1989,12,12,1050,11.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,8,0,0.0,0.69,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,89.7,,11,0,,0,2.00,36,16,+20,+1.71,-2.04,0,7,0,1,0,Champions-League,8,2017-2018
Filipe Luís,br BRA,DF,es Atlético Madrid,31,1985,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,6,1,16.7,1.00,0.17,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,6,0,,0,1.17,5,4,+1,+0.17,,0,9,0,0,0,Champions-League,8,2017-2018
Zé Luís,cv CPV,FW,ru Spartak Moscow,26,1991,3,2,159,1.8,2,0,2,0,0,0,0,1.13,0.00,1.13,1.13,1.13,6,2,33.3,3.40,1.13,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,29.4,,1,1,,0,0.33,2,6,-4,-2.26,-2.26,0,2,0,0,0,Champions-League,8,2017-2018
Luisão,br BRA,DF,pt Benfica,36,1981,4,4,360,4.0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,66.7,,3,0,,1,0.00,1,10,-9,-2.25,-0.25,1,4,0,0,0,Champions-League,8,2017-2018
David Luiz,br BRA,"DF,MF",eng Chelsea,30,1987,4,4,327,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,4,1,25.0,1.10,0.28,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,45.4,,3,0,,1,1.75,8,5,+3,+0.83,+0.37,0,5,0,1,0,Champions-League,8,2017-2018
Romelu Lukaku,be BEL,FW,eng Manchester Utd,24,1993,8,8,704,7.8,5,0,5,0,0,0,0,0.64,0.00,0.64,0.64,0.64,26,13,50.0,3.32,1.66,0.19,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,97.8,,7,0,,0,2.00,13,5,+8,+1.02,+1.02,0,8,0,0,0,Champions-League,8,2017-2018
Mikael Lustig,se SWE,DF,sct Celtic,30,1986,6,6,463,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.58,0.19,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,85.7,,5,0,,0,1.33,5,12,-7,-1.36,+5.65,0,3,0,0,1,Champions-League,8,2017-2018
Mahir Madatov,az AZE,"MF,FW",az Qarabağ FK,20,1997,5,4,322,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,0,0.0,1.40,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,59.6,,1,1,,0,1.27,1,8,-7,-1.96,+0.11,0,6,0,0,0,Champions-League,8,2017-2018
Christian Maggio,it ITA,DF,it Napoli,35,1982,4,2,233,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1,1,100.0,0.39,0.39,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,43.1,,1,2,,2,0.75,6,5,+1,+0.39,+0.68,0,6,0,0,0,Champions-League,8,2017-2018
Abdul Majeed Waris,gh GHA,MF,pt Porto,25,1991,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,2,100.0,1.87,1.87,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13.3,,0,1,,0,0.50,0,2,-2,-1.87,-2.16,0,2,0,0,0,Champions-League,8,2017-2018
Andreas Makris,cy CYP,"FW,MF",cy APOEL FC,21,1995,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5.2,,0,1,,1,0.00,0,1,-1,-3.21,-0.75,0,0,0,0,0,Champions-League,8,2017-2018
Nikola Maksimović,rs SRB,DF,it Napoli,25,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,3,3.00,3,1,+2,+2.00,+2.40,0,1,0,0,0,Champions-League,8,2017-2018
Tyrell Malacia,nl NED,DF,nl Feyenoord,17,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,16.7,,1,0,,0,3.00,2,1,+1,+1.00,+3.00,0,3,0,0,0,Champions-League,8,2017-2018
Mario Mandžukić,hr CRO,"MF,FW",it Juventus,31,1986,6,5,457,5.1,4,0,4,0,0,2,0,0.79,0.00,0.79,0.79,0.79,15,10,66.7,2.95,1.97,0.27,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,50.8,,4,1,,2,1.83,10,6,+4,+0.79,+1.19,0,11,0,0,0,Champions-League,8,2017-2018
Sadio Mané,sn SEN,FW,eng Liverpool,25,1992,11,11,940,10.4,10,2,10,0,0,2,0,0.96,0.19,1.15,0.96,1.15,38,14,36.8,3.64,1.34,0.26,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,80.3,,7,0,,0,1.92,31,14,+17,+1.63,-1.50,0,16,1,0,0,Champions-League,8,2017-2018
Eliaquim Mangala,fr FRA,DF,eng Manchester City,26,1991,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.50,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20.0,,2,0,,4,1.50,2,2,0,0.00,-1.00,0,1,0,0,0,Champions-League,8,2017-2018
Kostas Manolas,gr GRE,DF,it Roma,26,1991,11,10,914,10.2,2,0,2,0,0,3,0,0.20,0.00,0.20,0.20,0.20,7,5,71.4,0.69,0.49,0.29,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,84.6,,10,1,,0,1.73,15,16,-1,-0.10,-1.72,0,3,0,0,1,Champions-League,8,2017-2018
Iván Marcano,es ESP,DF,pt Porto,30,1987,7,7,630,7.0,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,5,1,20.0,0.71,0.14,0.20,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,87.5,,7,0,,0,1.43,15,15,0,0.00,0.00,0,3,0,1,0,Champions-League,8,2017-2018
Marcelo,br BRA,DF,es Real Madrid,29,1988,11,11,958,10.6,3,3,3,0,0,1,0,0.28,0.28,0.56,0.28,0.56,10,3,30.0,0.94,0.28,0.30,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,81.9,,10,0,,1,2.09,27,13,+14,+1.32,+0.04,0,8,0,0,0,Champions-League,8,2017-2018
Claudio Marchisio,it ITA,MF,it Juventus,31,1986,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2.1,,0,1,,6,1.00,0,0,0,0.00,-0.20,0,0,0,0,0,Champions-League,8,2017-2018
Moussa Marega,ml MLI,"MF,FW",pt Porto,26,1991,6,6,440,4.9,0,2,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,10,4,40.0,2.05,0.82,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,61.1,,4,0,,0,1.50,11,12,-1,-0.20,-0.53,0,4,0,0,0,Champions-League,8,2017-2018
José María Giménez,uy URU,DF,es Atlético Madrid,22,1995,4,3,272,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1,25.0,1.32,0.33,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,50.4,,2,1,,1,1.25,3,2,+1,+0.33,+0.33,0,4,0,0,0,Champions-League,8,2017-2018
Marko Marin,de GER,"MF,FW",gr Olympiacos,28,1989,3,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,7,1,14.3,4.63,0.66,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,25.2,,1,2,,2,1.43,2,4,-2,-1.32,+0.24,0,3,0,0,0,Champions-League,8,2017-2018
Marlos,ua UKR,MF,ua Shakhtar,29,1988,8,8,668,7.4,2,2,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,13,8,61.5,1.75,1.08,0.15,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,92.8,,2,0,,0,1.88,11,7,+4,+0.54,+7.46,0,8,0,0,0,Champions-League,8,2017-2018
Marquinhos,br BRA,DF,fr Paris S-G,23,1994,8,8,720,8.0,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,2,0,0.0,0.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100.0,,8,0,,0,1.88,27,9,+18,+2.25,,0,3,0,0,0,Champions-League,8,2017-2018
Anthony Martial,fr FRA,"MF,FW",eng Manchester Utd,21,1995,8,4,343,3.8,1,2,0,1,2,0,0,0.26,0.52,0.79,0.00,0.52,11,6,54.5,2.89,1.57,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47.6,,0,4,,0,2.00,8,1,+7,+1.84,+1.60,0,3,0,0,0,Champions-League,8,2017-2018
Javi Martínez,es ESP,"MF,DF",de Bayern Munich,28,1988,10,8,740,8.2,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,14,7,50.0,1.70,0.85,0.07,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,68.5,,6,2,,1,2.00,17,9,+8,+0.97,-0.62,0,15,0,0,0,Champions-League,8,2017-2018
Gelson Martins,pt POR,MF,pt Sporting CP,22,1995,6,5,462,5.1,1,3,1,0,0,2,0,0.19,0.58,0.78,0.19,0.78,9,3,33.3,1.75,0.58,0.11,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,85.6,,3,1,,0,1.38,8,6,+2,+0.39,+3.85,0,6,0,0,0,Champions-League,8,2017-2018
Javier Mascherano,ar ARG,DF,es Barcelona,33,1984,2,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,14.9,,1,1,,2,2.00,2,1,+1,+0.67,-0.50,0,2,0,0,0,Champions-League,8,2017-2018
Juan Mata,es ESP,"MF,FW",eng Manchester Utd,29,1988,6,5,411,4.6,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,3,0,0.0,0.66,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,57.1,,1,1,,1,2.17,7,2,+5,+1.09,+0.22,0,7,0,0,0,Champions-League,8,2017-2018
Jérémy Mathieu,fr FRA,DF,pt Sporting CP,33,1983,5,5,437,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.41,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,80.9,,4,0,,0,1.43,7,7,0,0.00,+0.87,0,4,0,0,1,Champions-League,8,2017-2018
Nemanja Matić,rs SRB,MF,eng Manchester Utd,28,1988,7,6,564,6.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.48,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,78.3,,6,1,,0,1.86,11,4,+7,+1.12,+0.54,0,4,0,0,0,Champions-League,8,2017-2018
Joël Matip,cm CMR,DF,eng Liverpool,25,1991,6,5,465,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.19,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,39.7,,5,1,,0,2.25,14,3,+11,+2.13,+0.34,0,4,0,0,0,Champions-League,8,2017-2018
Blaise Matuidi,fr FRA,MF,it Juventus,30,1987,9,5,494,5.5,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,4,1,25.0,0.73,0.18,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,54.9,,4,4,,0,1.89,9,6,+3,+0.55,+0.77,0,12,0,0,0,Champions-League,8,2017-2018
Borja Mayoral,es ESP,FW,es Real Madrid,20,1997,4,1,141,1.6,1,0,1,0,0,0,0,0.64,0.00,0.64,0.64,0.64,4,1,25.0,2.55,0.64,0.25,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.1,,1,3,,2,2.25,4,2,+2,+1.28,-0.04,0,1,0,0,0,Champions-League,8,2017-2018
Kylian Mbappé,fr FRA,FW,fr Paris S-G,18,1998,8,8,658,7.3,4,3,4,0,0,1,0,0.55,0.41,0.96,0.55,0.96,24,13,54.2,3.28,1.78,0.17,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,91.4,,3,0,,0,1.88,22,9,+13,+1.78,-5.48,0,3,0,0,0,Champions-League,8,2017-2018
Kara Mbodji,sn SEN,DF,be Anderlecht,27,1989,5,4,391,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.46,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,72.4,,3,1,,0,0.60,2,13,-11,-2.53,-0.12,0,2,0,0,0,Champions-League,8,2017-2018
Callum McGregor,sct SCO,MF,sct Celtic,24,1993,4,3,295,3.3,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,3,1,33.3,0.92,0.31,0.33,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,54.6,,3,1,,2,1.50,3,10,-7,-2.14,+0.07,0,3,0,0,0,Champions-League,8,2017-2018
Scott McTominay,sct SCO,MF,eng Manchester Utd,20,1996,4,2,203,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,3,2,66.7,1.33,0.89,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,28.2,,2,2,,3,2.50,2,0,+2,+0.89,-0.16,0,5,0,0,0,Champions-League,8,2017-2018
Gary Medel,cl CHI,"MF,DF",tr Beşiktaş,29,1987,8,4,431,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.42,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,59.9,,2,4,,0,1.75,6,8,-2,-0.42,-0.73,0,7,0,0,0,Champions-League,8,2017-2018
Maksim Medvedev,az AZE,DF,az Qarabağ FK,27,1989,6,6,521,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96.5,,5,0,,0,1.25,2,14,-12,-2.07,-2.07,0,3,0,0,1,Champions-League,8,2017-2018
Soualiho Meïté,fr FRA,MF,fr Monaco,23,1994,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,2.73,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,12.2,,0,0,,2,0.00,1,4,-3,-4.09,-2.76,0,1,0,0,0,Champions-League,8,2017-2018
Lorenzo Melgarejo,py PAR,MF,ru Spartak Moscow,26,1990,6,1,209,2.3,1,1,1,0,0,0,0,0.43,0.43,0.86,0.43,0.86,7,2,28.6,3.01,0.86,0.14,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,38.7,,0,5,,0,1.00,5,6,-1,-0.43,+0.39,0,0,0,0,0,Champions-League,8,2017-2018
