Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,League Name,League ID,Season
Mathéo Bodmer,fr FRA,DF,Le Havre,16,2004,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,45,1.3,,,1,45,0,3.00,1,1,0,0.00,+0.27,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Rémy Boissier,fr FRA,MF,Rodez Aveyron,26,1994,33,32,2652,29.5,7,2,7,0,1,11,0,0.24,0.07,0.31,0.24,0.31,39,16,41.0,1.32,0.54,0.18,0.44,,80,77.5,82,,1,15,0,1.09,28,35,-7,-0.24,-0.35,0,62,33,2,133,52,27,,,0,Ligue-2,60,2020-2021
Charles Boli,fr FRA,MF,Paris FC,21,1998,11,8,645,7.2,2,2,2,0,0,1,0,0.28,0.28,0.56,0.28,0.56,7,2,28.6,0.98,0.28,0.29,1.00,,59,18.9,72,,3,22,1,1.45,7,6,+1,+0.14,-0.35,0,12,14,0,33,1,6,,,0,Ligue-2,60,2020-2021
Warren Bondo,fr FRA,MF,Nancy,16,2003,13,4,418,4.6,1,0,1,0,0,1,1,0.22,0.00,0.22,0.22,0.22,3,2,66.7,0.65,0.43,0.33,0.50,,32,12.2,75,,9,13,3,1.15,8,9,-1,-0.22,-0.25,0,13,15,0,2,1,6,,,0,Ligue-2,60,2020-2021
Alexandre Bonnet,fr FRA,"MF,FW",Le Havre,33,1986,29,21,2026,22.5,7,0,2,5,5,8,1,0.31,0.00,0.31,0.09,0.09,30,11,36.7,1.33,0.49,0.07,0.18,,70,59.2,85,,8,31,5,1.14,19,27,-8,-0.36,-0.23,1,22,26,3,32,7,13,,,0,Ligue-2,60,2020-2021
Ugo Bonnet,fr FRA,FW,Rodez Aveyron,26,1993,37,30,2607,29.0,8,2,8,0,2,4,0,0.28,0.07,0.35,0.28,0.35,62,26,41.9,2.14,0.90,0.13,0.31,,70,76.2,82,,7,22,0,1.14,26,36,-10,-0.35,-0.79,0,37,46,17,18,4,4,,,0,Ligue-2,60,2020-2021
Ange-Yoan Bonny,fr FRA,FW,Châteauroux,16,2003,5,1,136,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,4,4,100.0,2.65,2.65,0.25,0.25,,27,4.0,57,,4,20,2,0.40,2,3,-1,-0.66,+0.02,0,3,3,0,2,1,0,,,0,Ligue-2,60,2020-2021
Guillaume Bosca,fr FRA,MF,Dunkerque,30,1989,33,11,1183,13.1,2,2,2,0,0,1,0,0.15,0.15,0.30,0.15,0.30,17,6,35.3,1.29,0.46,0.12,0.33,,36,34.6,69,,22,19,2,1.03,14,16,-2,-0.15,+0.29,0,16,13,7,48,9,11,,,0,Ligue-2,60,2020-2021
Kenji-Van Boto,fr FRA,DF,Auxerre,24,1996,12,7,726,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.25,0.00,0.00,,,61,21.2,90,,5,19,23,1.33,4,10,-6,-0.74,-1.65,0,7,3,0,26,8,6,,,0,Ligue-2,60,2020-2021
Kouamé Botué,bf BFA,FW,Ajaccio,17,2002,7,0,74,0.8,0,1,0,0,0,0,0,0.00,1.22,1.22,0.00,1.22,2,1,50.0,2.43,1.22,0.00,0.00,,11,2.2,,,7,11,1,1.43,2,1,+1,+1.22,+1.49,0,2,4,1,0,0,0,,,0,Ligue-2,60,2020-2021
Ryan Bouallak,fr FRA,GK,Troyes,20,1999,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,11,0.3,,,1,11,2,0.00,1,0,+1,+8.18,+7.57,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Dimitri Boudaud,fr FRA,"MF,FW",Dunkerque,33,1987,22,13,1074,11.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,10,1,10.0,0.84,0.08,0.10,1.00,,49,31.4,69,,9,20,2,1.18,17,14,+3,+0.25,+0.87,0,16,15,3,9,11,8,,,0,Ligue-2,60,2020-2021
Razak Boukari,tg TOG,FW,Châteauroux,33,1987,17,4,535,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,13,3,23.1,2.19,0.50,0.08,0.33,,31,15.6,67,,13,21,1,0.47,4,12,-8,-1.35,-0.78,0,11,12,5,3,1,2,,,0,Ligue-2,60,2020-2021
Yacine Bourhane,km COM,MF,Niort,21,1998,28,23,1974,21.9,1,1,1,0,0,5,2,0.05,0.05,0.09,0.05,0.09,11,1,9.1,0.50,0.05,0.09,1.00,,71,59.3,80,,5,27,5,1.21,17,23,-6,-0.27,+0.92,1,40,19,2,19,39,35,,,0,Ligue-2,60,2020-2021
Khalid Boutaïb,ma MAR,FW,Le Havre,33,1987,15,9,875,9.7,2,0,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21,24,12,50.0,2.47,1.23,0.08,0.17,,58,25.6,81,,6,24,0,0.93,10,14,-4,-0.41,-0.20,0,29,17,10,3,5,12,,,0,Ligue-2,60,2020-2021
Bilal Boutobba,fr FRA,"MF,FW",Niort,21,1998,35,25,2316,25.7,3,7,3,0,0,1,0,0.12,0.27,0.39,0.12,0.39,41,13,31.7,1.59,0.51,0.07,0.23,,66,69.5,81,,10,30,0,1.06,26,37,-11,-0.43,+0.73,0,27,61,4,81,18,21,,,0,Ligue-2,60,2020-2021
Aymen Boutoutaou,fr FRA,"FW,MF",Valenciennes,19,2001,16,7,738,8.2,3,0,3,0,0,0,0,0.37,0.00,0.37,0.37,0.37,22,9,40.9,2.68,1.10,0.14,0.33,,46,22.2,87,,9,14,8,1.06,16,16,0,0.00,+0.31,0,11,22,1,18,5,4,,,0,Ligue-2,60,2020-2021
Umut Bozok,tr TUR,FW,Troyes,23,1996,16,4,554,6.2,1,1,0,1,1,2,0,0.16,0.16,0.32,0.00,0.16,21,13,61.9,3.41,2.11,0.00,0.00,,35,16.2,63,,12,25,0,1.88,11,9,+2,+0.32,-0.37,0,9,24,2,3,1,8,,,0,Ligue-2,60,2020-2021
Quentin Braat,fr FRA,GK,Niort,23,1997,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,21.6,90,,0,,17,0.50,2,14,-12,-1.50,-1.09,0,1,2,0,0,0,0,,,0,Ligue-2,60,2020-2021
Nicolas Bruneel,fr FRA,MF,Dunkerque,23,1997,7,5,474,5.3,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,6,2,33.3,1.14,0.38,0.17,0.50,,68,13.9,81,,2,34,0,1.43,4,5,-1,-0.19,+0.18,0,15,15,2,3,17,10,,,0,Ligue-2,60,2020-2021
Louis Bury,fr FRA,DF,Pau FC,25,1995,3,2,182,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.99,0.00,0.00,,,61,5.3,87,,1,9,8,1.00,1,6,-5,-2.47,-2.42,0,6,0,0,1,2,3,,,0,Ligue-2,60,2020-2021
Marcin Bułka,pl POL,GK,Châteauroux,20,1999,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,23.7,90,,0,,0,0.67,8,10,-2,-0.22,+0.61,0,0,2,0,0,0,0,,,0,Ligue-2,60,2020-2021
Kevin Cabral,fr FRA,"FW,MF",Valenciennes,21,1999,29,28,2426,27.0,7,4,7,0,0,2,0,0.26,0.15,0.41,0.26,0.41,45,20,44.4,1.67,0.74,0.16,0.35,,84,72.9,85,,1,36,0,1.28,33,37,-4,-0.15,+0.35,0,25,60,17,24,12,14,,,0,Ligue-2,60,2020-2021
Warren Caddy,fr FRA,FW,Paris FC,23,1997,24,15,1368,15.2,4,0,3,1,1,1,0,0.26,0.00,0.26,0.20,0.20,38,18,47.4,2.50,1.18,0.08,0.17,,57,40.0,76,,9,26,0,1.67,16,11,+5,+0.33,-0.15,0,33,19,7,14,3,3,,,0,Ligue-2,60,2020-2021
Lorenzo Callegari,fr FRA,MF,Chambly Oise,22,1998,10,4,331,3.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,3,1,33.3,0.82,0.27,0.00,0.00,,33,9.7,59,,6,16,7,0.50,2,7,-5,-1.36,-0.84,0,13,4,0,5,6,8,,,0,Ligue-2,60,2020-2021
Ousman Camara,fr FRA,MF,Paris FC,17,2003,3,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,12,1.0,,,3,12,5,3.00,1,0,+1,+2.57,+2.17,0,0,1,0,1,2,1,,,0,Ligue-2,60,2020-2021
Ousoumane Camara,fr FRA,MF,Auxerre,21,1998,5,2,143,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.63,0.00,0.00,,,29,4.2,64,,3,5,9,1.40,1,2,-1,-0.63,-1.23,0,7,0,0,1,3,6,,,0,Ligue-2,60,2020-2021
Killian Camele,fr FRA,DF,Sochaux,17,2003,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,3.75,0.00,0.00,,,24,0.7,,,1,24,0,1.00,0,0,0,0.00,-0.21,0,0,1,0,0,0,0,,,0,Ligue-2,60,2020-2021
Lucas Camelo,fr FRA,DF,Chambly Oise,21,1999,18,10,1070,11.9,1,0,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,10,3,30.0,0.84,0.25,0.10,0.33,,59,31.3,83,,8,30,7,1.17,13,21,-8,-0.67,-0.10,0,25,12,0,4,15,10,,,0,Ligue-2,60,2020-2021
Thibault Campanini,fr FRA,DF,Paris FC,22,1998,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,20,0.6,,,1,20,4,3.00,2,0,+2,+9.00,+8.63,0,0,0,0,0,0,1,,,0,Ligue-2,60,2020-2021
Baptiste Canelhas Reiffers,fr FRA,MF,Châteauroux,20,2000,8,3,323,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2,0,0.0,0.56,0.00,0.00,,,40,9.4,85,,5,14,5,0.38,2,4,-2,-0.56,+0.14,0,2,3,0,0,3,4,,,0,Ligue-2,60,2020-2021
Louis Carnot,fr FRA,MF,Guingamp,19,2001,4,2,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,43,5.1,62,,2,25,3,1.25,1,4,-3,-1.56,-1.59,0,3,1,0,1,0,4,,,0,Ligue-2,60,2020-2021
Josué Casimir,fr FRA,MF,Le Havre,18,2001,5,0,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.84,0.00,0.00,,,21,3.1,,,5,21,3,2.60,1,1,0,0.00,+0.27,0,2,5,2,2,0,2,,,0,Ligue-2,60,2020-2021
Julien Celestine,fr FRA,DF,Rodez Aveyron,23,1997,17,17,1523,16.9,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,4,1,25.0,0.24,0.06,0.00,0.00,,90,44.5,90,,0,,1,1.41,22,17,+5,+0.30,+0.82,1,33,21,0,0,19,8,,,0,Ligue-2,60,2020-2021
Ozkan Cetiner,fr FRA,FW,Dunkerque,19,2000,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,15,0.9,,,2,15,5,1.50,0,2,-2,-6.00,-5.71,0,0,1,0,0,1,1,,,0,Ligue-2,60,2020-2021
Florian Chabrolle,fr FRA,MF,Ajaccio,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,17,1.0,,,2,17,0,0.50,0,0,0,0.00,+0.24,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Sofyan Chader,fr FRA,MF,Clermont Foot,20,2000,22,4,548,6.1,0,2,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,26,9,34.6,4.27,1.48,0.00,0.00,,25,16.0,74,,18,14,4,1.77,11,5,+6,+0.99,+0.05,0,7,12,5,7,9,7,,,0,Ligue-2,60,2020-2021
Dylan Chambost,fr FRA,"FW,MF",Troyes,22,1997,36,32,2495,27.7,1,3,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14,50,20,40.0,1.80,0.72,0.02,0.05,,69,73.0,75,,4,23,0,2.11,37,21,+16,+0.58,-0.20,0,34,29,2,128,19,16,,,0,Ligue-2,60,2020-2021
Corentin Chaminade,fr FRA,MF,Pau FC,21,1999,3,1,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,16,1.4,45,,2,2,3,1.00,1,2,-1,-1.84,-1.68,0,1,1,0,0,1,0,,,0,Ligue-2,60,2020-2021
Aurélien Chedjou,cm CMR,DF,Amiens,35,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,2.6,90,,0,,0,1.00,0,0,0,0.00,+0.16,0,0,0,0,0,2,1,,,0,Ligue-2,60,2020-2021
Malek Chergui,fr FRA,"MF,FW",Valenciennes,32,1988,8,4,340,3.8,1,5,1,0,0,1,0,0.26,1.32,1.59,0.26,1.59,10,4,40.0,2.65,1.06,0.10,0.25,,43,10.2,68,,4,18,1,1.25,11,8,+3,+0.79,+1.16,0,2,2,2,15,3,0,,,0,Ligue-2,60,2020-2021
Samir Chergui,fr FRA,DF,Paris FC,21,1999,4,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,1.53,0.76,0.00,0.00,,30,3.5,90,,3,9,5,1.25,4,4,0,0.00,-0.44,0,4,1,0,1,3,0,,,0,Ligue-2,60,2020-2021
Teddy Chevalier,fr FRA,"FW,MF",Valenciennes,33,1987,16,13,1222,13.6,3,3,1,2,3,0,0,0.22,0.22,0.44,0.07,0.29,30,9,30.0,2.21,0.66,0.03,0.11,,76,36.7,88,,3,25,1,1.13,11,16,-5,-0.37,-0.20,0,14,11,9,52,9,7,,,0,Ligue-2,60,2020-2021
Ylyas Chouaref,fr FRA,"MF,FW",Châteauroux,19,2000,34,26,2293,25.5,1,6,1,0,0,1,1,0.04,0.24,0.27,0.04,0.27,43,11,25.6,1.69,0.43,0.02,0.09,,67,67.0,80,,8,27,0,0.68,25,45,-20,-0.78,-0.31,0,49,81,3,73,31,15,,,0,Ligue-2,60,2020-2021
Joris Chougrani,fr FRA,DF,Rodez Aveyron,29,1991,28,24,2193,24.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,11,1,9.1,0.45,0.04,0.00,0.00,,78,64.1,89,,4,16,3,1.25,26,30,-4,-0.16,-0.02,0,39,26,1,42,48,34,,,0,Ligue-2,60,2020-2021
Yanis Cimignani,fr FRA,MF,Ajaccio,18,2002,6,3,254,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,6,3,50.0,2.13,1.06,0.00,0.00,,42,7.4,65,,3,20,5,0.50,0,1,-1,-0.35,-0.13,0,9,4,3,4,3,6,,,0,Ligue-2,60,2020-2021
Amadou Ciss,sn SEN,"MF,FW",Amiens,20,1999,21,10,957,10.6,3,0,2,1,1,1,0,0.28,0.00,0.28,0.19,0.19,14,6,42.9,1.32,0.56,0.14,0.33,,46,28.0,80,,11,14,4,1.24,9,10,-1,-0.09,+0.09,0,19,25,7,11,11,13,,,0,Ligue-2,60,2020-2021
Saliou Ciss,sn SEN,"DF,MF",Nancy,30,1989,27,25,2191,24.3,5,3,5,0,0,10,1,0.21,0.12,0.33,0.21,0.33,25,11,44.0,1.03,0.45,0.20,0.45,,81,64.1,85,,2,29,0,1.22,35,34,+1,+0.04,+0.11,1,31,54,5,50,29,32,,,1,Ligue-2,60,2020-2021
Ibrahim Cissé,sn SEN,DF,Dunkerque,24,1996,32,32,2841,31.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,3,0,0.0,0.10,0.00,0.00,,,89,83.1,89,,0,,0,1.16,29,36,-7,-0.22,+0.71,0,34,37,1,10,50,21,,,0,Ligue-2,60,2020-2021
Ibrahim Cissé,ci CIV,DF,Châteauroux,21,1999,17,15,1290,14.3,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,7,2,28.6,0.49,0.14,0.00,0.00,,76,37.7,82,,2,32,10,0.65,9,19,-10,-0.70,-0.02,1,19,15,1,3,21,18,,,2,Ligue-2,60,2020-2021
Mohamed Cissé,fr FRA,FW,Nancy,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,11,0.3,,,1,11,0,0.00,0,0,0,0.00,0.00,0,1,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Souleymane Cissé,sn SEN,MF,Grenoble,29,1991,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,90,,0,,4,1.50,2,1,+1,+0.50,+0.08,0,2,2,0,1,1,4,,,0,Ligue-2,60,2020-2021
Ousmane Cissokho,sn SEN,MF,Nancy,33,1987,29,13,1157,12.9,1,1,0,1,1,4,0,0.08,0.08,0.16,0.00,0.08,15,4,26.7,1.17,0.31,0.00,0.00,,40,33.8,72,,16,14,8,1.21,19,18,+1,+0.08,+0.12,0,42,23,7,48,16,20,,,0,Ligue-2,60,2020-2021
Alexandre Coeff,fr FRA,"DF,MF",Auxerre,28,1992,35,28,2645,29.4,2,1,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,16,4,25.0,0.54,0.14,0.13,0.50,,76,77.3,89,,7,24,1,1.63,46,33,+13,+0.44,-0.49,0,24,18,0,13,42,39,,,0,Ligue-2,60,2020-2021
Grégory Coelho,fr FRA,MF,Rodez Aveyron,20,1999,3,3,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,88,7.7,88,,0,,4,0.33,1,3,-2,-0.68,-0.57,0,7,8,0,5,5,2,,,0,Ligue-2,60,2020-2021
Racine Coly,sn SEN,"DF,MF",Amiens,24,1995,15,13,1153,12.8,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,5,2,40.0,0.39,0.16,0.00,0.00,,77,33.7,83,,2,36,0,1.13,12,14,-2,-0.16,0.00,0,23,13,1,18,33,15,,,0,Ligue-2,60,2020-2021
Hugo Constant,fr FRA,GK,Nancy,20,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,90,,0,,5,0.50,2,3,-1,-0.50,-0.53,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Ibrahima Conté,gn GUI,DF,Niort,24,1996,19,17,1463,16.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,4,0,0.0,0.25,0.00,0.00,,,77,43.9,82,,2,31,5,0.63,13,29,-16,-0.98,-0.60,0,21,13,1,1,24,11,,,1,Ligue-2,60,2020-2021
Jérémy Cordoval,gp GLP,DF,Châteauroux,30,1990,10,8,772,8.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.12,0.00,0.00,,,77,22.6,86,,2,41,3,0.30,4,12,-8,-0.93,-0.32,1,12,11,1,12,18,9,,,0,Ligue-2,60,2020-2021
Jérémy Corinus,fr FRA,DF,Ajaccio,23,1997,2,1,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,1.03,0.00,0.00,,,44,2.5,64,,1,23,1,0.00,0,1,-1,-1.03,-0.82,0,4,2,0,0,2,1,,,0,Ligue-2,60,2020-2021
Quentin Cornette,fr FRA,"MF,FW",Le Havre,26,1994,27,17,1298,14.4,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,25,11,44.0,1.73,0.76,0.04,0.09,,48,38.0,65,,10,19,7,1.11,18,17,+1,+0.07,+0.54,0,18,22,4,109,11,7,,,0,Ligue-2,60,2020-2021
Joris Correa,fr FRA,"FW,MF",Chambly Oise,26,1993,36,29,2556,28.4,9,0,6,3,3,6,0,0.32,0.00,0.32,0.21,0.21,53,17,32.1,1.87,0.60,0.11,0.35,,71,74.7,82,,7,27,0,1.03,31,39,-8,-0.28,+1.28,0,50,75,5,60,19,40,,,0,Ligue-2,60,2020-2021
Grégoire Coudert,fr FRA,GK,Amiens,21,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,90,5.3,90,,0,,5,0.50,1,4,-3,-1.50,-1.42,0,0,0,0,0,0,0,,,0,Ligue-2,60,2020-2021
Séga Coulibaly,fr FRA,DF,Nancy,24,1996,22,19,1704,18.9,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,8,4,50.0,0.42,0.21,0.25,0.50,,77,49.8,89,,3,5,8,1.41,29,23,+6,+0.32,+0.63,0,18,12,1,1,39,12,,,2,Ligue-2,60,2020-2021
Woyo Coulibaly,fr FRA,"DF,MF",Le Havre,21,1999,26,25,2104,23.4,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,7,2,28.6,0.30,0.09,0.00,0.00,,81,61.5,82,,1,45,5,1.35,24,24,0,0.00,+0.68,0,21,21,0,41,33,24,,,0,Ligue-2,60,2020-2021
Yacouba Coulibaly,bf BFA,"DF,MF",Le Havre,25,1994,3,3,244,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.37,0.00,0.00,,,81,7.1,81,,0,,2,1.67,2,1,+1,+0.37,+0.68,0,4,2,0,5,3,3,,,0,Ligue-2,60,2020-2021
Yoann Court,fr FRA,"MF,FW",Caen,30,1990,28,25,1832,20.4,3,4,2,1,2,4,0,0.15,0.20,0.34,0.10,0.29,33,9,27.3,1.62,0.44,0.06,0.22,,65,53.6,70,,3,29,1,1.14,18,24,-6,-0.29,+0.22,0,43,32,2,105,18,34,,,0,Ligue-2,60,2020-2021
Gaëtan Courtet,fr FRA,FW,Ajaccio,31,1989,32,21,1937,21.5,8,0,4,4,6,4,0,0.37,0.00,0.37,0.19,0.19,53,21,39.6,2.46,0.98,0.08,0.19,,61,56.6,83,,11,18,2,1.28,20,23,-3,-0.14,+0.22,0,37,27,10,7,11,7,,,0,Ligue-2,60,2020-2021
Mathieu Coutadeur,fr FRA,MF,Ajaccio,34,1986,29,26,2380,26.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,21,7,33.3,0.79,0.26,0.00,0.00,,82,69.6,89,,3,20,0,1.21,22,29,-7,-0.26,-0.09,0,21,39,0,34,53,23,,,0,Ligue-2,60,2020-2021
Joffrey Cuffaut,fr FRA,"DF,MF",Valenciennes,32,1988,33,32,2829,31.4,10,1,7,3,3,8,0,0.32,0.03,0.35,0.22,0.25,43,20,46.5,1.37,0.64,0.16,0.35,,86,85.0,87,,1,45,0,1.21,38,44,-6,-0.19,+0.35,0,42,61,1,27,70,38,,,0,Ligue-2,60,2020-2021
Sessi D'Almeida,bj BEN,MF,Valenciennes,24,1995,23,19,1399,15.5,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,14,3,21.4,0.90,0.19,0.00,0.00,,61,42.0,69,,4,21,1,1.35,19,28,-9,-0.58,-0.58,0,43,37,0,13,23,17,,,0,Ligue-2,60,2020-2021
Elhadj Dabo,sn SEN,DF,Valenciennes,24,1995,5,1,149,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.60,0.00,0.00,,,30,4.5,90,,4,15,5,1.40,3,4,-1,-0.60,-0.38,0,3,3,0,0,3,0,,,0,Ligue-2,60,2020-2021
Francis Dady Ngoye,fr FRA,FW,Rodez Aveyron,30,1990,1,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2,1,50.0,2.34,1.17,0.00,0.00,,77,2.3,77,,0,,0,1.00,1,1,0,0.00,+0.16,0,2,1,0,2,0,2,,,0,Ligue-2,60,2020-2021
Sofiane Daham,dz ALG,MF,Sochaux,24,1996,11,1,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,5,1,20.0,1.97,0.39,0.00,0.00,,21,6.7,64,,10,16,7,1.82,3,3,0,0.00,-0.23,0,6,4,0,4,1,8,,,0,Ligue-2,60,2020-2021
Bradley Danger,fr FRA,"MF,DF",Chambly Oise,22,1998,32,27,2269,25.2,2,2,2,0,0,3,1,0.08,0.08,0.16,0.08,0.16,10,3,30.0,0.40,0.12,0.20,0.67,,71,66.3,82,,5,12,0,1.06,27,44,-17,-0.67,-0.21,0,48,60,2,13,35,31,,,0,Ligue-2,60,2020-2021
Quentin Daubin,fr FRA,MF,Pau FC,25,1995,32,28,2366,26.3,0,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04,10,0,0.0,0.38,0.00,0.00,,,74,69.2,79,,4,38,0,1.22,36,36,0,0.00,+0.60,1,51,41,0,10,50,63,,,0,Ligue-2,60,2020-2021
Florian David,gp GLP,FW,Rodez Aveyron,27,1992,19,13,1021,11.3,4,1,2,2,2,1,0,0.35,0.09,0.44,0.18,0.26,29,12,41.4,2.56,1.06,0.07,0.17,,54,29.9,70,,6,19,1,1.37,9,10,-1,-0.09,+0.10,0,24,26,7,17,4,6,,,0,Ligue-2,60,2020-2021
Florian David,gp GLP,FW,Chambly Oise,27,1992,6,2,148,1.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,8,1,12.5,4.86,0.61,0.00,0.00,,25,4.3,57,,4,9,3,0.50,1,5,-4,-2.43,-1.91,0,3,3,2,8,0,2,,,0,Ligue-2,60,2020-2021
Baptiste Dedola,fr FRA,DF,Ajaccio,19,2001,2,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,67,3.9,67,,1,67,0,0.00,0,2,-2,-1.34,-1.15,0,4,1,0,5,4,3,,,0,Ligue-2,60,2020-2021
Brecht Dejaegere,be BEL,MF,Toulouse,29,1991,32,29,2337,26.0,3,10,3,0,0,5,0,0.12,0.39,0.50,0.12,0.50,28,12,42.9,1.08,0.46,0.11,0.25,,73,68.3,78,,3,22,0,2.09,45,24,+21,+0.81,+0.14,0,66,64,10,98,31,37,,,0,Ligue-2,60,2020-2021
Gabin Delguel,fr FRA,DF,Niort,19,2001,2,1,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,24,1.4,45,,1,2,4,2.00,1,0,+1,+1.91,+2.60,0,0,1,0,2,1,1,,,0,Ligue-2,60,2020-2021
Shaquil Delos,fr FRA,"MF,DF",Chambly Oise,21,1999,33,17,1722,19.1,3,2,3,0,0,1,0,0.16,0.10,0.26,0.16,0.26,14,9,64.3,0.73,0.47,0.21,0.33,,52,50.4,80,,16,22,1,1.09,23,35,-12,-0.63,-0.04,0,15,30,1,54,37,19,,,0,Ligue-2,60,2020-2021
